volume,book,english_line,estimated_words,estimated_syllables,text,review_status
odyssey,1,273,12,14,"who love the oar. I have come with my ship and companions,",unreviewed
odyssey,1,274,9,13,crossing the dark sea toward men of another tongue.,unreviewed
odyssey,1,275,11,18,"I carry bright iron to Temesa, and my companions carry bronze.",unreviewed
odyssey,1,278,13,15,"as old Laertes will tell you, though grief keeps him in the country.",unreviewed
odyssey,1,279,12,15,"But now our guest has departed, and night has come upon us.",unreviewed
odyssey,1,280,11,15,I must prepare the ship and call the people to assembly.”,unreviewed
odyssey,1,282,11,18,"Telemachus followed the torch held by the faithful old nurse Eurynome,",unreviewed
odyssey,1,283,12,13,who had carried him in her arms when he was newly born.,unreviewed
odyssey,1,284,13,16,"She opened the door, and he lay down, turning over in his mind",unreviewed
odyssey,2,1,9,13,"When dawn appeared, the early-born and rosy-fingered,",unreviewed
odyssey,2,9,8,13,"When they had assembled, Telemachus went among them,",unreviewed
odyssey,2,12,10,13,"around him, so that all the people looked and wondered.",unreviewed
odyssey,2,13,12,14,"He sat in his father's seat, and the elders made a place.",unreviewed
odyssey,2,15,11,13,"He knew the counsels of the past, and spoke among them:",unreviewed
odyssey,2,16,11,15,"“Hear me, Ithacans. No assembly has met here since the day",unreviewed
odyssey,2,19,12,15,"Is it a young man, or an older citizen who has heard",unreviewed
odyssey,2,23,10,13,"He stood in the center, and spoke before the people:",unreviewed
odyssey,2,24,12,13,"“Old man, it is I who called you. Grief has entered me.",unreviewed
odyssey,2,25,11,13,"I have heard no word of an army, nor any report",unreviewed
odyssey,2,26,12,15,"that has reached the island. I call you for my private sorrow,",unreviewed
odyssey,2,27,11,14,"and for the ruin of my house, which touches every man.",unreviewed
odyssey,2,29,9,13,"gentle as a father, and you all remember him.",unreviewed
odyssey,2,30,12,15,"Now the best men of the island, and of the neighboring lands,",unreviewed
odyssey,2,31,10,13,"consume my house against my will. They court my mother,",unreviewed
odyssey,2,32,13,15,"and she does not refuse them, nor bring the matter to an end.",unreviewed
odyssey,2,33,10,13,"They eat the livelihood of my house, and waste it.",unreviewed
odyssey,2,34,11,14,"As vultures tear a fallen stag, so they tear the house.",unreviewed
odyssey,2,37,11,13,"Be ashamed for me, and fear the anger of the gods.",unreviewed
odyssey,2,45,8,14,Pity took the whole people. Everyone kept silent.,unreviewed
odyssey,2,48,9,15,"“Telemachus, speaker without restraint, you pour blame on us.",unreviewed
odyssey,2,49,9,14,"The Achaeans are not responsible. It is your mother,",unreviewed
odyssey,2,51,12,15,"For three years she has deceived us, and the fourth is beginning.",unreviewed
odyssey,2,53,10,15,"since noble Odysseus is dead, wait, though you desire marriage,",unreviewed
odyssey,2,54,11,14,"until I finish this great woven cloth, so that my threads",unreviewed
odyssey,2,55,11,13,"may not be wasted. It is a shroud for old Laertes,",unreviewed
odyssey,2,57,12,15,"I would be ashamed if he should lie without a winding cloth,",unreviewed
odyssey,2,61,11,14,but at night she set torches beside her and unwove it.,unreviewed
odyssey,2,63,12,13,"But when the fourth year came, a woman who knew betrayed her,",unreviewed
odyssey,2,65,12,13,"Then she had to finish it, though she did not wish to.",unreviewed
odyssey,2,67,9,13,"send your mother away, and command her to marry",unreviewed
odyssey,2,69,10,14,"If she continues to trouble the sons of the Achaeans,",unreviewed
odyssey,2,70,10,14,"remember: Athena did not give her the gifts of war,",unreviewed
odyssey,2,71,9,14,"nor courage in counsel, nor the understanding of kings.",unreviewed
odyssey,2,72,13,16,It is a long time since the people of Ithaca had a king,unreviewed
odyssey,2,75,9,14,"Telemachus replied: “Antinous, how could I drive her out,",unreviewed
odyssey,2,76,10,14,"against her will, when the gods themselves are her parents?",unreviewed
odyssey,2,77,13,15,"If I sent her from the house, my father's anger would pursue me,",unreviewed
odyssey,2,82,11,13,"and then you will die inside this house, without blood-price.”",unreviewed
odyssey,2,83,8,13,"Then two eagles appeared high above the assembly,",unreviewed
odyssey,2,87,10,13,"The people saw them, and wondered what the omen meant.",unreviewed
odyssey,2,88,9,13,"The elder Halitherses, who knew the flight of birds,",unreviewed
odyssey,2,90,9,13,"“Ithacans, hear me. Trouble is close upon these men.",unreviewed
odyssey,2,91,11,15,"Odysseus is not far from his land. He is already near,",unreviewed
odyssey,2,92,10,13,"bringing death to the suitors, and darkness for them all.",unreviewed
odyssey,2,93,12,17,"Let us act before he returns, or before his son becomes strong.”",unreviewed
odyssey,2,94,7,14,"Then Mentor, the companion of blameless Odysseus,",unreviewed
odyssey,2,96,9,13,"“No longer, Ithacans, does any king hold the scepter;",unreviewed
odyssey,2,97,11,14,"you have grown soft, and no one remembers the old rule.",unreviewed
odyssey,2,98,10,14,"The suitors are not acting with justice, but with violence.",unreviewed
odyssey,2,100,12,13,"Yet I blame the rest of you more: you sit in silence,",unreviewed
odyssey,2,105,10,14,to drive the suitors from the house. Even if Odysseus,unreviewed
odyssey,2,106,10,15,"should come himself, the women of Ithaca would not rejoice",unreviewed
odyssey,2,108,11,14,No omen has shown that he will return. Let us depart.,unreviewed
odyssey,2,109,9,15,"Telemachus may seek a ship elsewhere, if he wishes;",unreviewed
odyssey,2,112,11,14,"and prayed to Athena, the one who had assumed the form",unreviewed
odyssey,2,116,10,14,"let a ship be made ready, and let twenty companions",unreviewed
odyssey,2,117,12,13,"go with me over the sea. I will seek news of him,",unreviewed
odyssey,2,118,8,15,"first at Pylos, then in Lacedaemon beside Menelaus.",unreviewed
odyssey,2,119,11,14,"If I learn that my father lives and is coming home,",unreviewed
odyssey,2,122,12,14,"raise a mound for him, and give my mother to a husband.",unreviewed
odyssey,2,124,6,7,in which they consumed my house.”,unreviewed
odyssey,2,125,11,14,Athena came near him in the shape of Mentor and said:,unreviewed
odyssey,2,126,11,14,“You have spoken well. A man who carries such a purpose,unreviewed
odyssey,2,127,9,14,must not remain without a ship or without companions.,unreviewed
odyssey,2,129,9,13,and gather provisions of wine and water in jars.,unreviewed
odyssey,2,130,12,13,"I will go among the young men, and call them to you.",unreviewed
odyssey,2,133,11,13,She went first to the house of Odysseus. There she found,unreviewed
odyssey,2,135,11,14,on the hides of oxen they had slaughtered for their feast.,unreviewed
odyssey,2,137,8,13,"because they compelled him. Athena stood before them,",unreviewed
odyssey,2,139,9,13,"“Suitors, leave your games. You have feasted long enough.",unreviewed
odyssey,2,140,12,13,Let each man go to his own house. I have a message,unreviewed
odyssey,2,141,8,13,"for Telemachus, who is making ready to sail.”",unreviewed
odyssey,2,143,8,14,"But Athena turned away, and went with Telemachus.",unreviewed
odyssey,2,144,10,13,"She made him appear so godlike that the people watched,",unreviewed
odyssey,2,145,11,13,and the suitors were troubled by the purpose in his face.,unreviewed
odyssey,2,150,10,13,seeking the news of my father. I will return it,unreviewed
odyssey,2,152,9,13,Noemon answered readily: “I will give you the ship.,unreviewed
odyssey,2,153,10,13,"Come at sunset, and I will make the vessel ready.",unreviewed
odyssey,2,155,10,13,"Then Athena, still in Mentor's form, went through the town.",unreviewed
odyssey,2,156,12,13,"She spoke to the men she trusted, and told them to meet",unreviewed
odyssey,2,157,12,16,beside the ship when evening fell. She went also to the house,unreviewed
odyssey,2,158,11,13,"of Nestor's son, and asked for jars to carry sweet wine.",unreviewed
odyssey,2,159,10,13,"The housekeeper brought them out, and they filled the jars.",unreviewed
odyssey,2,160,8,13,Telemachus went home and stood before the suitors.,unreviewed
odyssey,2,161,11,14,His spirit was no longer bowed. He spoke to the herald:,unreviewed
odyssey,2,162,10,13,"“Medon, draw wine into the jars and set bread aboard.",unreviewed
odyssey,2,163,13,16,I go to learn of my father. I will tell the suitors nothing;,unreviewed
odyssey,2,164,11,13,they would mock my purpose and make a quarrel of it.”,unreviewed
odyssey,2,167,11,14,"Your father is far away, and we know nothing of him.",unreviewed
odyssey,2,169,8,13,Telemachus answered her: “Do not lament. This voyage,unreviewed
odyssey,2,170,13,14,is not without a god. But swear to me that you will tell,unreviewed
odyssey,2,174,10,13,before I know whether the gods will grant my return.”,unreviewed
odyssey,2,176,11,14,"into the jars, and carried the provisions down to the ship.",unreviewed
odyssey,2,177,10,16,"Athena meanwhile cast a sweet, deep sleep upon the suitors,",unreviewed
odyssey,2,179,10,13,"each man yawning, and no longer eager for the feast.",unreviewed
odyssey,2,181,11,15,“The companions are waiting. Do not delay. The wind is fair.”,unreviewed
odyssey,2,182,11,15,Telemachus came to the shore. Noemon and his men stood there.,unreviewed
odyssey,2,184,10,16,"the ship into the water. Athena sent a following wind,",unreviewed
odyssey,2,187,11,13,"to the deep water. When darkness came, they set the mast,",unreviewed
odyssey,2,188,12,14,"raised the sail, and poured a libation of wine to the gods.",unreviewed
odyssey,2,191,10,13,but in their sleep they dreamed of blood and retribution.,unreviewed
odyssey,2,192,13,15,"The sea opened before the ship, and the night was full of stars.",unreviewed
odyssey,2,229,8,13,"And wept for Odysseus, until gray-eyed Athena",unreviewed
odyssey,3,2,11,13,"And climbed into the bronze-filled heaven, that he might shine",unreviewed
odyssey,3,3,12,17,For the immortals and for mortal men upon the grain-giving earth.,unreviewed
odyssey,3,5,10,15,"And there, upon the shore, the people offered holy rites,",unreviewed
odyssey,3,6,10,14,Slaughtering wholly black bulls to the dark-haired Earth-Shaker.,unreviewed
odyssey,3,9,11,13,"When they had tasted the inward parts, and burned the thighs",unreviewed
odyssey,3,10,11,13,"For the god, the travelers came straight down to the sea,",unreviewed
odyssey,3,12,9,13,And stepped ashore. Telemachus too came from the ship;,unreviewed
odyssey,3,13,4,7,Athena went before him.,unreviewed
odyssey,3,15,8,13,"“Telemachus, thou needest no longer stand in shame,",unreviewed
odyssey,3,16,12,14,Not even a little; for this was why thou crossed the sea—,unreviewed
odyssey,3,19,11,14,"To Nestor, the horse-taming king; let us see what counsel",unreviewed
odyssey,3,20,9,13,"He keeps hidden within his breast. Entreat him thyself,",unreviewed
odyssey,3,21,13,16,That he may speak the truth to us. He will not utter falsehood;,unreviewed
odyssey,3,24,12,13,"“Mentor, how shall I go to him? How shall I greet him?",unreviewed
odyssey,3,26,12,15,And shame forbids a young man to question one who is older.”,unreviewed
odyssey,3,28,10,16,"“Telemachus, some things thou shalt devise thyself within thy heart,",unreviewed
odyssey,3,29,13,14,And some a god shall place before thee; for I do not think,unreviewed
odyssey,3,30,12,13,"That, against the will of the gods, thou wast born and reared.”",unreviewed
odyssey,3,31,10,14,"So she spoke, and Pallas Athena led the way swiftly;",unreviewed
odyssey,3,33,13,16,They came to the gathering and the seats of the men of Pylos.,unreviewed
odyssey,3,34,11,16,"There Nestor sat with his sons, while their companions around them",unreviewed
odyssey,3,35,11,17,"Prepared the feast, roasting meat and threading other portions upon spits.",unreviewed
odyssey,3,38,9,13,"Peisistratus, Nestor’s son, came first to meet them;",unreviewed
odyssey,3,39,11,13,"He took both their hands and seated them beside the feast,",unreviewed
odyssey,3,41,8,14,Beside his brother Thrasymedes and his own father.,unreviewed
odyssey,3,42,12,14,"He gave them portions of the inward parts, and poured sweet wine",unreviewed
odyssey,3,43,9,15,"Into a golden cup. Then, presenting it to Athena,",unreviewed
odyssey,3,44,12,17,"He spoke to her, not knowing the immortal beneath Mentor’s form:",unreviewed
odyssey,3,47,11,13,"When thou hast poured the offering and prayed, as is right,",unreviewed
odyssey,3,49,11,13,That he may pour a libation; for I think he too,unreviewed
odyssey,3,50,11,13,Prays to the immortals. All men have need of the gods.,unreviewed
odyssey,3,53,13,13,"So he spoke, and placed the cup of sweet wine in her hand.",unreviewed
odyssey,3,55,11,16,Because he had given her the golden cup before the other.,unreviewed
odyssey,3,57,12,16,"“Hear me, Poseidon, holder of the earth, and do not begrudge us",unreviewed
odyssey,3,60,9,13,"Then grant a gracious recompense to all the Pylians,",unreviewed
odyssey,3,61,10,17,"For this renowned hecatomb. Grant also that Telemachus and I,",unreviewed
odyssey,3,62,11,14,"Having accomplished what brought us here in the swift black ship,",unreviewed
odyssey,3,63,5,7,May return upon our way.”,unreviewed
odyssey,3,65,9,15,"Then she gave Telemachus the beautiful, double-handled cup;",unreviewed
odyssey,3,66,10,13,And in like manner the dear son of Odysseus prayed.,unreviewed
odyssey,3,67,10,13,"When they had roasted the upper portions of the flesh,",unreviewed
odyssey,3,68,10,13,"And drawn them from the spits, they divided the portions",unreviewed
odyssey,3,69,5,6,And ate the glorious feast.,unreviewed
odyssey,3,71,7,14,"Gerenian Nestor, the horseman, began among them:",unreviewed
odyssey,3,72,10,13,“Now it is fairer to inquire and ask these strangers,unreviewed
odyssey,3,75,10,15,"Across the watery ways? Do you travel on some errand,",unreviewed
odyssey,3,76,9,15,"Or wander without purpose, as pirates over the sea,",unreviewed
odyssey,3,77,10,14,Who stake their lives and carry evil to foreign men?”,unreviewed
odyssey,3,78,7,13,"Telemachus, wise in counsel, answered him boldly;",unreviewed
odyssey,3,79,9,13,"For Athena herself had set courage in his heart,",unreviewed
odyssey,3,80,10,13,"That he might ask concerning his father who was gone,",unreviewed
odyssey,3,82,9,13,"“Nestor, son of Neleus, great glory of the Achaeans,",unreviewed
odyssey,3,83,11,13,Thou askest whence we are; and I will tell thee plainly.,unreviewed
odyssey,3,84,9,14,We come from Ithaca beneath the mountain’s shadow;,unreviewed
odyssey,3,85,10,14,"This business is my own, not one of public council:",unreviewed
odyssey,3,86,11,14,"I seek the far-spread fame of my father, if somewhere",unreviewed
odyssey,3,89,11,13,The city of Troy. Of all the others who made war,unreviewed
odyssey,3,90,10,13,"Against the Trojans, we have learned where each one perished",unreviewed
odyssey,3,91,11,14,By a sorrowful death; but Zeus has made his death unknown.,unreviewed
odyssey,3,93,9,14,"Whether he fell upon the mainland by hostile hands,",unreviewed
odyssey,3,94,9,13,"Or in the sea, amid the waves of Amphitrite.",unreviewed
odyssey,3,95,11,14,"“Therefore I come now to thy knees, if thou art willing,",unreviewed
odyssey,3,97,10,14,"Beheld it, or if thou hast heard another’s account,",unreviewed
odyssey,3,98,11,17,Some wanderer’s report; for his mother bore him into sorrow.,unreviewed
odyssey,3,99,12,14,"Do not, out of pity or shame, soften thy speech for me;",unreviewed
odyssey,3,101,10,16,"I beg thee, if ever my noble father, steadfast Odysseus,",unreviewed
odyssey,3,102,9,13,Fulfilled some word or deed that he had undertaken,unreviewed
odyssey,3,103,8,13,"Among the Trojans, where the Achaeans suffered anguish,",unreviewed
odyssey,3,105,7,13,"Then Gerenian Nestor, the horseman, answered him:",unreviewed
odyssey,3,109,10,15,"With our ships upon the misty sea, wandering for plunder",unreviewed
odyssey,3,110,8,14,Wherever Achilles might lead us; and whatever things,unreviewed
odyssey,3,111,11,14,We endured in battle round the great city of King Priam—,unreviewed
odyssey,3,113,7,13,"There Achilles; there Patroclus, peerless in counsel,",unreviewed
odyssey,3,114,11,15,"The equal of the gods; and there my dear son Antilochus,",unreviewed
odyssey,3,115,10,14,"Strong and blameless, swift of foot and mighty in battle.",unreviewed
odyssey,3,116,8,14,And many other evils besides these we endured.,unreviewed
odyssey,3,119,7,13,Questioning me concerning the evils suffered there,unreviewed
odyssey,3,123,9,16,Working with every kind of stratagem; and scarcely then,unreviewed
odyssey,3,125,11,14,There no man would have dared to match his counsel openly,unreviewed
odyssey,3,127,8,13,Who surpassed all others by every crafty plan—,unreviewed
odyssey,3,128,14,16,If truly thou art his son. Awe takes me as I look on thee;,unreviewed
odyssey,3,129,12,13,"For thy words are like his, and no younger man could speak",unreviewed
odyssey,3,131,10,15,We never spoke apart in the assembly or the council;,unreviewed
odyssey,3,133,11,13,We planned for the Argives how all might go most well.,unreviewed
odyssey,3,135,10,13,"And gone aboard our ships, the god scattered the Achaeans.",unreviewed
odyssey,3,136,9,14,"Then Zeus devised a grievous return for the Argives,",unreviewed
odyssey,3,137,10,13,Since not all were mindful or just; and many followed,unreviewed
odyssey,3,138,11,13,"An evil doom, through the wrath of the dread-eyed daughter",unreviewed
odyssey,3,139,11,14,Of the mighty father. She set strife between the two sons,unreviewed
odyssey,3,140,11,16,"Of Atreus, who, with no proper order, summoned all the Achaeans",unreviewed
odyssey,3,143,11,15,And the two brothers declared why they had gathered the people.,unreviewed
odyssey,3,147,11,16,"He wished to hold the people there, and offer holy hecatombs,",unreviewed
odyssey,3,148,9,15,That he might appease the terrible anger of Athena—,unreviewed
odyssey,3,149,12,15,"Foolish, for he did not know that the mind of the immortals",unreviewed
odyssey,3,153,8,13,"With a wondrous clamor, divided in their purpose.",unreviewed
odyssey,3,154,10,16,"That night we slept, pondering heavy designs against each other;",unreviewed
odyssey,3,155,8,13,For Zeus was preparing the beginning of sorrow.,unreviewed
odyssey,3,156,12,13,"“At dawn some of us dragged our ships to the holy sea,",unreviewed
odyssey,3,157,11,15,And placed aboard them our possessions and the deep-girdled women;,unreviewed
odyssey,3,158,10,16,"But half the people stayed behind, held back beside Agamemnon,",unreviewed
odyssey,3,162,10,16,"When we reached Tenedos, we offered sacrifices to the gods,",unreviewed
odyssey,3,163,12,15,"Longing to return home; but Zeus had not yet planned our return,",unreviewed
odyssey,3,164,11,14,"Cruel as he was, who stirred the evil quarrel once again.",unreviewed
odyssey,3,165,7,7,"“Some turned back in their curved ships,",unreviewed
odyssey,3,166,8,15,"Bringing favor again to Agamemnon, son of Atreus,",unreviewed
odyssey,3,167,8,15,"The warlike king, devising many things around Odysseus.",unreviewed
odyssey,3,168,10,13,"But I fled with the ships that followed me together,",unreviewed
odyssey,3,169,10,15,Since I understood the evil that the god was preparing.,unreviewed
odyssey,3,170,11,16,"The warlike son of Tydeus fled also, and roused his companions.",unreviewed
odyssey,3,172,9,13,"He found us at Lesbos, considering the long voyage:",unreviewed
odyssey,3,176,13,13,"“We asked the god to show us a sign; and he showed one,",unreviewed
odyssey,3,177,9,14,"Bidding us cut across the middle sea toward Euboea,",unreviewed
odyssey,3,182,10,15,We laid many bull-thighs upon the altar for Poseidon.,unreviewed
odyssey,3,183,10,14,"“It was the fourth day when the companions of Diomedes,",unreviewed
odyssey,3,185,12,15,"In Argos; but I reached Pylos, and the wind never failed me,",unreviewed
odyssey,3,187,11,13,"So I came, dear child, knowing nothing; nor do I know",unreviewed
odyssey,3,190,12,13,"As is right, thou shalt learn; I will hide nothing from thee.",unreviewed
odyssey,3,191,9,13,"“The Myrmidons, spear-famed, came home safely, I hear,",unreviewed
odyssey,3,192,9,13,Led by the shining son of great-hearted Achilles;,unreviewed
odyssey,3,194,7,13,Idomeneus brought all his companions into Crete—,unreviewed
odyssey,3,196,11,14,"And you yourselves, though far away, have heard of the son",unreviewed
odyssey,3,197,10,14,"Of Atreus: how he came home, and how Aegisthus devised",unreviewed
odyssey,3,198,11,16,His sorrowful death. But surely that man paid a bitter price—,unreviewed
odyssey,3,199,13,14,"As it is good that the son of a slain man should remain,",unreviewed
odyssey,3,200,10,14,"Since he too took vengeance on his father’s murderer,",unreviewed
odyssey,3,201,9,14,"On crafty Aegisthus, who had slain his famous father.",unreviewed
odyssey,3,202,11,13,"“And thou, dear child—for I see thee beautiful and tall—",unreviewed
odyssey,3,203,12,16,"Show thyself brave, so that some man, even among those born later,",unreviewed
odyssey,3,204,6,7,May speak thy name with honor.”,unreviewed
odyssey,3,206,9,13,"“Nestor, son of Neleus, great glory of the Achaeans,",unreviewed
odyssey,3,207,10,13,"Indeed that man took vengeance, and the Achaeans will carry",unreviewed
odyssey,3,210,10,15,That I might punish the suitors for their grievous insolence—,unreviewed
odyssey,3,211,11,15,"Those men who, in their pride, devise such outrages against me.",unreviewed
odyssey,3,213,11,13,For my father and for me; and now we must endure.”,unreviewed
odyssey,3,214,7,13,"Then Gerenian Nestor, the horseman, answered him:",unreviewed
odyssey,3,215,11,13,"“Dear child, since thou hast recalled and spoken of these things,",unreviewed
odyssey,3,216,10,13,They say that many suitors for thy mother’s sake,unreviewed
odyssey,3,220,11,14,"Following the voice of a god? Who knows whether, some day,",unreviewed
odyssey,3,224,10,15,"As once she cared for glorious Odysseus among the Trojans,",unreviewed
odyssey,3,226,12,17,For never have I seen the gods so openly befriending any man,unreviewed
odyssey,3,227,8,14,As Pallas Athena then stood openly beside him—,unreviewed
odyssey,3,229,12,15,Some one of those men might forget even the thought of marriage.”,unreviewed
odyssey,3,231,12,13,"“Old man, I do not think that this word can be fulfilled.",unreviewed
odyssey,3,232,9,14,Thou hast spoken far too greatly; amazement holds me.,unreviewed
odyssey,3,233,14,14,"I could not hope for such a thing, nor would it come to pass,",unreviewed
odyssey,3,236,10,15,"“Telemachus, what word has escaped the barrier of thy teeth?",unreviewed
odyssey,3,237,11,14,"A god, if he is willing, can easily save a man,",unreviewed
odyssey,3,241,9,16,"Only to perish beside my hearth, as Agamemnon perished",unreviewed
odyssey,3,242,9,13,By the treachery of Aegisthus and his own wife.,unreviewed
odyssey,3,243,11,13,Yet not even the gods can ward off a common death,unreviewed
odyssey,3,244,12,17,"From a beloved man, when the evil portion of long-lamented death",unreviewed
odyssey,3,245,6,6,Has at last brought him down.”,unreviewed
odyssey,3,247,12,14,"“Mentor, let us speak no more of him, grieving though we are.",unreviewed
odyssey,3,248,11,16,For him there is no true return; the immortals have already,unreviewed
odyssey,3,252,9,13,They say he has ruled three generations of mortals;,unreviewed
odyssey,3,255,9,14,"How did wide-ruling Agamemnon, son of Atreus, die?",unreviewed
odyssey,3,256,9,14,Where was Menelaus? And what death did crafty Aegisthus,unreviewed
odyssey,3,257,12,15,"Devise for him, since he slew a man far stronger than himself?",unreviewed
odyssey,3,258,8,13,"Was Agamemnon not in Argos, the Achaean land,",unreviewed
odyssey,3,259,6,13,"But wandering somewhere among other peoples,",unreviewed
odyssey,3,261,7,13,"Then Gerenian Nestor, the horseman, answered him:",unreviewed
odyssey,3,266,11,13,Then they would not have poured the burial earth upon him;,unreviewed
odyssey,3,268,12,15,"Out in the plain, far from the city, and no Achaean woman",unreviewed
odyssey,3,269,13,15,Would have mourned him; for he had wrought a deed of great wickedness.,unreviewed
odyssey,3,271,11,14,"He sat at ease in the heart of horse-pasturing Argos,",unreviewed
odyssey,3,272,8,13,Enchanting with his words the wife of Agamemnon.,unreviewed
odyssey,3,273,8,15,At first divine Clytemnestra refused the shameful deed;,unreviewed
odyssey,3,275,10,13,"Beside her was a singer, whom the son of Atreus,",unreviewed
odyssey,3,276,12,13,"When he went to Troy, had strictly charged to guard his wife.",unreviewed
odyssey,3,278,9,16,"Aegisthus carried the singer away to a deserted island,",unreviewed
odyssey,3,281,12,17,"He burned many thigh-pieces for the gods upon their holy altars,",unreviewed
odyssey,3,282,9,13,"And hung there many offerings, woven cloth and gold,",unreviewed
odyssey,3,283,12,16,When he had accomplished a mighty work he had never hoped for.,unreviewed
odyssey,3,284,8,13,"“We sailed together from Troy, Agamemnon and I,",unreviewed
odyssey,3,285,8,14,Knowing one another well and sharing friendly counsel.,unreviewed
odyssey,3,286,10,13,"But when we reached holy Sounion, the cape of Athens,",unreviewed
odyssey,3,287,9,16,"There Phoebus Apollo, coming upon him with gentle arrows,",unreviewed
odyssey,3,288,11,15,Killed the helmsman of Menelaus as he held the steering-oar,unreviewed
odyssey,3,290,9,14,"Phrontis, son of Onetor, who surpassed all mortal men",unreviewed
odyssey,3,293,12,16,So that he might bury his companion and give him due rites.,unreviewed
odyssey,3,294,10,13,"“But when he too, moving onward in his hollow ships,",unreviewed
odyssey,3,295,11,13,"Reached the steep cape of Malea upon the wine-dark sea,",unreviewed
odyssey,3,297,10,14,"He poured shrill winds upon him, and enormous waves rose,",unreviewed
odyssey,3,299,9,13,"Toward Crete, where the Cydonians dwell beside the streams",unreviewed
odyssey,3,301,11,14,"At the sea’s edge, on the farthest border of Gortyn,",unreviewed
odyssey,3,302,12,14,In the misty sea. There the South Wind drives a great wave,unreviewed
odyssey,3,308,2,4,Toward Egypt.,unreviewed
odyssey,3,309,8,14,"“There he wandered, gathering much livelihood and gold,",unreviewed
odyssey,3,311,9,14,And meanwhile Aegisthus planned these evil deeds at home.,unreviewed
odyssey,3,313,12,16,Having slain the son of Atreus; and the people lived beneath him.,unreviewed
odyssey,3,314,10,14,"But in the eighth year noble Orestes came from Athens,",unreviewed
odyssey,3,315,9,15,"And slew the murderer of his father, crafty Aegisthus,",unreviewed
odyssey,3,317,10,13,"When he had slain him, he prepared a funeral feast",unreviewed
odyssey,3,318,8,15,For the hateful mother and the spiritless Aegisthus.,unreviewed
odyssey,3,319,9,13,"That same day came brave Menelaus, bearing much treasure—",unreviewed
odyssey,3,321,12,13,"“And thou, dear child, do not wander far from home for long,",unreviewed
odyssey,3,322,9,13,Leaving thy possessions and the men within thy halls,unreviewed
odyssey,3,323,8,16,"To such overweening suitors, lest they consume everything,",unreviewed
odyssey,3,324,8,15,"Dividing thy goods among themselves, while thou makest",unreviewed
odyssey,3,326,10,15,"Go to Menelaus. He has lately come from far away,",unreviewed
odyssey,3,327,11,13,From among the peoples where the storm-winds first cast him,unreviewed
odyssey,3,328,12,16,"Into the great sea, so vast and terrible that not even birds",unreviewed
odyssey,3,331,12,17,"Or, if thou desirest to travel by land, a chariot and horses",unreviewed
odyssey,3,332,11,13,"Are ready for thee, and my sons shall be thy escort",unreviewed
odyssey,3,333,8,15,"To holy Lacedaemon, where golden-haired Menelaus dwells.",unreviewed
odyssey,3,335,10,15,"He will not speak falsely, for his understanding is wise.”",unreviewed
odyssey,3,338,10,13,"“Old man, all this thou hast spoken according to fate.",unreviewed
odyssey,3,340,9,15,"That, having poured for Poseidon and the other immortals,",unreviewed
odyssey,3,341,12,13,We may turn our thoughts toward sleep; for it is the hour.,unreviewed
odyssey,3,343,11,13,"It is not fitting to linger long at the gods’ feast,",unreviewed
odyssey,3,344,3,4,But to return.”,unreviewed
odyssey,3,351,10,17,"As much as their hearts desired, Athena and godlike Telemachus",unreviewed
odyssey,3,354,9,13,“May Zeus and the other immortal gods avert it—,unreviewed
odyssey,3,356,10,14,"And sleep there, as though I were utterly without clothing",unreviewed
odyssey,3,357,11,15,"And poor, with no blankets and many coverlets in my house,",unreviewed
odyssey,3,363,10,13,"If sons remain in my halls, to welcome any stranger",unreviewed
odyssey,3,364,5,6,Who comes to my house.”,unreviewed
odyssey,3,366,11,16,"“Old friend, thou hast spoken well; it is fitting that Telemachus",unreviewed
odyssey,3,369,13,14,"But I will go to the black ship, that I may give courage",unreviewed
odyssey,3,370,8,13,To his companions and tell each one everything.,unreviewed
odyssey,3,371,10,13,For I alone among them claim to be the elder;,unreviewed
odyssey,3,375,11,15,"But at dawn I shall go among the great-hearted Caucones,",unreviewed
odyssey,3,380,13,19,"So spoke gray-eyed Athena, and departed in the likeness of a bird.",unreviewed
odyssey,3,383,10,13,"He took Telemachus by the hand, called him by name,",unreviewed
odyssey,3,384,2,2,And spoke:,unreviewed
odyssey,3,385,13,16,"“Dear child, I did not expect thee to be evil or without strength,",unreviewed
odyssey,3,386,11,13,"Since the gods follow thee as guides, though thou art young.",unreviewed
odyssey,3,387,12,15,"This is no other of those who hold the halls of Olympus,",unreviewed
odyssey,3,388,8,14,"But the daughter of Zeus herself, renowned Tritogeneia—",unreviewed
odyssey,3,389,9,15,She who honored thy noble father among the Argives.,unreviewed
odyssey,3,392,10,13,"And I will sacrifice to thee a broad-browed heifer,",unreviewed
odyssey,3,393,10,13,"Unbroken, that no man has yet brought beneath the yoke;",unreviewed
odyssey,3,394,12,15,"Her horns I will overlay with gold, and offer her to thee.”",unreviewed
odyssey,3,396,8,13,"Then Gerenian Nestor, the horseman, led the way,",unreviewed
odyssey,3,397,11,14,"With his sons and sons-in-law, toward his beautiful halls.",unreviewed
odyssey,3,399,11,15,They sat down in order upon the couches and the thrones.,unreviewed
odyssey,3,401,9,13,"Sweet wine to drink, which the housekeeper had opened",unreviewed
odyssey,3,402,10,16,"In the eleventh year, loosening the covering from its mouth.",unreviewed
odyssey,3,403,11,13,"From this he mixed the bowl, and while pouring it out",unreviewed
odyssey,3,404,12,16,"He prayed much to Athena, daughter of Zeus who bears the aegis.",unreviewed
